FIPS,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
45047,30.9,2.4,5.5,1.2,25.3,2.7,13.1,1.5,8.3,1,19,0.1,22.4,0.1,12.5,1.1,9.8,1.3,1.3,0.4,41.2,0.3,3.8,0.9,12.5,1.4,1.4,0.6,8.3,1.6,4.6,0.2,0.8078,0.6583,0.7696,0.6618,0.4941,3.3916,0.7929,0.4677,0.5616,0.2097,0.9395,0.6612,2.8397,0.7471,0.7951,0.7951,0.7951,0.5845,0.5962,0.3198,0.8396,0.7976,3.1377,0.8174,10.1641,0.8466,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,72955,21.1,1.9,31.5,0.4,6.5,0,0.7,0.2,0.1,0.1,0,0.1,2.2,0.5,0.3,0.3
45049,35.1,4.2,10.7,3.2,23.3,4.1,19.1,3.5,12.1,2.2,18.3,0.3,20.5,0.2,21,2.5,8.9,2,2,1,60.2,0.8,0.1,0.3,36.3,3.9,1.5,0.6,10.3,2.3,4.4,0.3,0.9014,0.9726,0.6405,0.8988,0.7537,4.167,0.959,0.3926,0.3102,0.8571,0.909,0.7773,3.2462,0.923,0.9214,0.9214,0.9214,0.0309,0.9806,0.3608,0.9287,0.7859,3.0869,0.7922,11.4215,0.9621,1,1,0,0,0,2,0,0,0,1,0,1,1,1,0,1,0,1,0,2,6,15184,21.9,3.3,52.7,0.4,4.9,0,0.8,0.2,0,0.1,0,0.2,1.4,0.5,0.4,0.6
45051,23.7,1.1,5.6,0.6,27,1.3,8.4,0.6,13.6,0.8,25.2,0,17.3,0,17.5,0.7,5.6,0.6,1.3,0.2,23.2,0.2,20.5,0.7,13.4,0.6,1.1,0.2,4.3,0.6,1.6,0,0.5336,0.6777,0.8482,0.3303,0.8164,3.2062,0.7378,0.8845,0.0815,0.6535,0.5304,0.6612,2.8111,0.7254,0.5778,0.5778,0.5778,0.9765,0.6284,0.2027,0.3061,0.3675,2.4812,0.4938,9.0763,0.7022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,373575,10,0.7,12.2,0.2,6.3,0,1.3,0.1,0.2,0.1,0,0.1,2.9,0.3,0.3,0.1
45053,27.9,3.8,6.3,2.5,26.7,4.7,10.2,1.9,13.5,2,21.3,0.3,19,0.3,14,1.8,5.9,2.2,3.5,1.3,54.7,0.2,5.5,2,28.2,3.6,4.1,1.5,3.6,1.4,2.7,0.1,0.7124,0.7795,0.8358,0.4776,0.8129,3.6182,0.8505,0.6847,0.1759,0.3347,0.5912,0.8848,2.6713,0.6475,0.8912,0.8912,0.8912,0.7156,0.9306,0.8801,0.196,0.6195,3.3418,0.8988,10.5225,0.8829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,26881,21.5,4.6,37.3,0.8,14.1,0,0.6,0.2,0,0.1,0,0.1,2.7,0.8,0,0.1
45055,22.4,2.3,4.7,1.1,23.4,2.6,11.1,1.3,8.7,1.1,18.6,0.2,23,0.1,16.4,1.3,5.8,1.3,0.7,0.4,32.4,0.2,1.9,0.8,22.6,2.3,1.3,0.5,3.5,0.9,0.6,0,0.4687,0.4954,0.6516,0.5402,0.5256,2.6815,0.5606,0.4273,0.6452,0.5581,0.5711,0.4776,2.6793,0.6535,0.6971,0.6971,0.6971,0.3373,0.8543,0.2765,0.1833,0.0538,1.7052,0.1495,7.7631,0.4782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52732,12.4,1.7,22.8,0.8,5.2,0,0.4,0.2,0.1,0.1,0.1,0.2,3.7,0.8,0,0.1
45057,20.1,1.9,5,1.2,17.6,2.1,10.9,1.2,7.9,1.1,21.3,0.2,21.4,0,14.1,1.2,5.8,1.1,1.4,0.4,30.8,0.2,2.3,0.7,12.9,1.6,1.8,0.6,4.1,0.7,1.8,0,0.3557,0.5603,0.1801,0.5304,0.4556,2.0821,0.3586,0.6847,0.4127,0.3458,0.5711,0.6834,2.6977,0.6634,0.6764,0.6764,0.6764,0.4038,0.6128,0.4712,0.2708,0.4321,2.1907,0.3433,7.6469,0.4575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82331,13.5,1.7,19.6,0.6,6.3,0,2,0.1,0.1,0.1,0,0.1,2.6,0.6,0.2,0.1
45059,28.5,2.4,5.2,1.1,25.1,2.6,17.3,1.7,13.7,1.5,18.7,0.1,21.8,0.1,17.2,0.9,7.5,1.4,1.5,0.4,33.1,0.5,1.4,0.6,30.2,1.8,2.1,0.6,6.3,1.1,3.6,0.1,0.735,0.5921,0.7556,0.8393,0.8221,3.7441,0.8874,0.4356,0.4696,0.6265,0.805,0.7035,3.0402,0.8454,0.7038,0.7038,0.7038,0.2494,0.9459,0.5759,0.6386,0.7254,3.1352,0.8161,10.6233,0.8947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,58485,18.3,2.2,23,0.6,5.6,0,0.6,0.1,0.1,0.1,0.1,0.1,3.6,0.7,0.2,0.2
45061,40.8,4.2,9.2,2.7,28.3,4.7,18.8,2.9,10.4,2.1,19.6,0.3,18.9,0.3,19,2.6,7.5,2,0,0.5,67.1,0.2,1.4,0.8,30.9,3.7,5.8,2.1,12.4,2.8,8.2,0.2,0.9644,0.9488,0.8937,0.8906,0.6462,4.3437,0.9796,0.5231,0.1683,0.7572,0.805,0,2.2536,0.3563,0.9488,0.9488,0.9488,0.2494,0.9535,0.9491,0.9685,0.9058,4.0263,0.9975,11.5724,0.9704,1,1,0,0,0,2,0,0,0,0,0,0,1,1,0,1,1,1,1,4,7,13590,21.9,4.9,62.4,0.9,2.6,0,0.1,0.1,0,0.3,0,0.3,2,0.9,0,0.1
45063,20.3,0.9,4.4,0.4,20.8,1,8.7,0.6,9.3,0.5,16.5,0.1,22.9,0.1,13.9,0.5,6.9,0.6,1.1,0.2,27.3,0.2,5.3,0.5,17.5,0.7,2,0.3,4.7,0.5,0.9,0.1,0.3688,0.4267,0.4324,0.3528,0.5727,2.1534,0.3796,0.2358,0.6312,0.3261,0.7337,0.6131,2.5399,0.5568,0.6347,0.6347,0.6347,0.7031,0.7455,0.5415,0.3751,0.1091,2.4743,0.4893,7.8023,0.4855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283087,9.9,0.6,14.9,0.3,6.5,0,2,0.1,0.2,0.1,0.1,0.1,3.1,0.3,0.4,0.2
45065,24.3,4.3,6.4,2.8,19.8,4.8,14.8,2.7,5.5,1.4,36.3,0,10.8,0,18.4,2.8,6.1,3,0,0.8,47.4,0.7,0.8,0.8,22.1,3,1.4,0.7,5.1,2.3,10.1,0.3,0.5603,0.7919,0.3446,0.7512,0.2154,2.6634,0.5536,0.9949,0.0019,0.7191,0.6258,0,2.3417,0.4158,0.8549,0.8549,0.8549,0.1406,0.8476,0.3198,0.4454,0.937,2.6904,0.6023,8.5504,0.6087,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2,8236,21.9,4.4,43.5,1.3,0.6,0.5,0.2,0.3,0,0.4,0.1,0.2,2.2,1.2,0.7,0.6
45067,42.8,4,6.8,2.4,20.8,3.5,15.5,2.1,13.7,2.5,20.3,0.3,22.5,1.1,16.4,2.1,12.3,2.7,0,0.4,61.9,0,0,0.2,35.7,3,5.4,1.7,12.3,3.1,0.7,0,0.9745,0.832,0.4324,0.7795,0.8221,3.8405,0.9077,0.5953,0.5721,0.5581,0.9819,0,2.7074,0.6701,0.9294,0.9294,0.9294,0,0.979,0.9395,0.9679,0.0694,2.9558,0.7346,10.4331,0.8753,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,3,6,23524,39.5,4,56.3,0.9,3.3,0,0.2,0.4,0.8,0.1,0,0.1,1.3,0.8,0.1,0.1
45069,40.1,3.4,7.8,2.2,23.4,3.4,19.6,2.2,13.6,2.4,18.1,0.3,19.9,0,19.5,2.1,6.6,1.7,0.3,0.4,61.6,0.5,0.4,0.4,28.1,3,2.6,0.8,13.3,2.8,8.9,0.2,0.9586,0.9049,0.6516,0.9087,0.8164,4.2402,0.9717,0.3684,0.2507,0.7836,0.6984,0.2475,2.3486,0.4184,0.9259,0.9259,0.9259,0.0757,0.9294,0.7019,0.9765,0.9224,3.6059,0.9605,11.1206,0.9405,1,1,0,1,0,3,0,0,0,0,0,0,1,1,0,1,0,1,1,3,7,25122,36.4,4.1,49.2,1.3,3.4,0,0.3,0.3,3.6,0.5,0,0.2,4.3,1.4,0.7,0.6
45071,26,2.7,3.9,1.3,21.9,3,14.5,1.6,9.3,1.4,20,0.1,21.4,0.1,16.4,1.4,8.6,2,2,0.7,39.9,0.4,1.8,0.7,23.9,2.4,1.8,0.6,6,1.6,3.5,0.1,0.6367,0.3296,0.5288,0.7381,0.5727,2.8059,0.6013,0.566,0.4127,0.5581,0.8937,0.7773,3.2078,0.9125,0.7821,0.7821,0.7821,0.321,0.8778,0.4712,0.5959,0.7178,2.9837,0.7471,9.7795,0.8027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35373,19,2.4,30,0.5,8.1,0,0.2,0.2,0.2,0.1,0,0.1,1,0.4,0.3,0.4
45073,26,2,5.8,1.4,22.5,2.3,13.1,1.3,10.6,1.1,23.7,0.1,19.4,0,19.3,1.4,6.3,1.2,1,0.5,16.3,0.3,3.5,0.8,22.1,1.8,1.1,0.3,5.5,1.3,1.1,0,0.6367,0.7082,0.5756,0.6618,0.6627,3.245,0.7528,0.8288,0.2065,0.7741,0.6538,0.5861,3.0493,0.8492,0.4588,0.4588,0.4588,0.5533,0.8476,0.2027,0.5177,0.1798,2.3011,0.4063,9.0542,0.6968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71090,19.8,1.9,6.6,0.4,5.8,0,0.8,0.1,0.1,0.1,0,0.1,2.9,0.5,0.1,0.1
45075,36.3,2,9.2,1.6,27,2.2,15.7,1.5,10.1,1.1,20.3,0.1,21.6,0,13.9,0.9,9.2,1.4,0.7,0.2,66.9,0.1,1.4,0.5,30.7,1.8,2.2,0.5,8.5,1.2,4,0.1,0.9195,0.9488,0.8482,0.7891,0.6255,4.1311,0.9535,0.5953,0.4413,0.3261,0.9192,0.4776,2.7595,0.6958,0.9478,0.9478,0.9478,0.2494,0.9523,0.6083,0.8501,0.756,3.4161,0.9236,11.2545,0.9516,1,1,0,0,0,2,0,0,0,1,0,1,1,1,0,1,0,0,0,1,5,81491,23.3,1.7,61.3,0.4,2.5,0,0.7,0.2,0.3,0.1,0.2,0.2,1.8,0.4,0.2,0.1
45077,26.5,1.6,4.2,0.7,25.1,2,12.9,1.2,8.8,0.8,17,0.1,18.5,0,15,1,4.2,0.9,0.5,0.2,15.3,0.2,8.3,1,18.1,1.4,1.4,0.4,6.8,1.5,5.8,0.1,0.6577,0.3853,0.7556,0.6516,0.5336,2.9838,0.6653,0.2759,0.1448,0.4292,0.2412,0.377,1.4681,0.0369,0.4356,0.4356,0.4356,0.8311,0.7595,0.3198,0.6949,0.8451,3.4504,0.9316,8.3379,0.5717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123883,16.9,1.5,6.2,0.3,4.2,0,1.8,0.1,0.1,0.1,0.1,0.1,2.7,0.3,0.2,0.1
45079,25.2,1.1,6.8,0.7,32.7,1.4,7.8,0.5,9,0.5,13.4,0.1,21.5,0.1,13.9,0.5,9.3,0.7,0.9,0.1,59.2,0.2,13.8,0.6,4.8,0.5,1.9,0.3,6.7,0.6,7,0.1,0.5972,0.832,0.9752,0.2765,0.5504,3.2313,0.7486,0.0748,0.4263,0.3261,0.923,0.5536,2.3038,0.3888,0.9154,0.9154,0.9154,0.9284,0.2475,0.5087,0.6853,0.8832,3.2531,0.8622,9.7036,0.7922,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,4,488597,12.3,0.8,46.9,0.3,5.4,0,2.9,0.1,0.1,0.1,0.1,0.1,3.2,0.4,0.6,0.2
45081,30,4,3.3,1.2,20.7,3.4,16.8,2.2,16.1,2.3,20,0.2,21.7,0,16.1,1.7,6.7,2.1,4.3,100,41.7,0.3,0,0.1,30.9,3.3,4.7,1.5,5.1,1.8,2.1,0.1,0.7792,0.2208,0.4244,0.825,0.8928,3.1422,0.7187,0.566,0.4534,0.5301,0.7127,0.9115,3.1737,0.8985,0.7989,0.7989,0.7989,0,0.9535,0.9138,0.4454,0.5145,2.8272,0.6736,9.942,0.8228,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,2,3,14369,22.8,3.3,23.1,1.1,16.1,0,0.2,0.3,0.1,0.2,0,0.2,1.7,0.9,0.5,0.5
45083,23.4,1,4.7,0.6,23.2,1.1,12.2,0.7,10.8,0.7,16.3,0.1,23.1,0,15.1,0.5,7.4,0.6,2.4,100,33.2,0.2,5.1,0.5,12.1,0.8,2.3,0.3,4.5,0.4,2.4,0,0.517,0.4954,0.6297,0.6141,0.6742,2.9304,0.6456,0.2189,0.6564,0.4391,0.7935,0.8183,2.9262,0.7929,0.706,0.706,0.706,0.6914,0.5797,0.636,0.3369,0.5765,2.8205,0.6704,9.3831,0.7486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348446,14.4,0.9,20.2,0.3,7.6,0,2.2,0.1,0.1,0.1,0,0.1,2.6,0.3,0.4,0.2
45085,28.5,2,7.2,1.2,26.6,2.2,11.2,1,10.8,1,17,0.1,23.8,0,15.2,1,8,1,0.4,0.2,55.6,0.3,4.1,0.8,19.9,1.5,1.7,0.5,8,1.2,2.5,0.1,0.735,0.8616,0.833,0.5501,0.6742,3.6539,0.8632,0.2759,0.748,0.4489,0.8527,0.315,2.6405,0.6274,0.896,0.896,0.896,0.6087,0.8046,0.4311,0.8206,0.5902,3.2552,0.8638,10.4456,0.8762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106838,17.7,1.8,45.7,0.8,4.3,0,1.2,0.2,0.1,0.1,0.1,0.1,3.8,0.9,0.4,0.3
45087,36,2.8,10.2,2.4,20.4,2.8,18.4,1.9,11.5,1.7,20.5,0.1,21,0,22.1,1.9,9,1.8,0.2,0.4,35.8,0.1,3.4,1,21.2,2.3,2.3,0.8,9,2,1.7,0.1,0.9154,0.9679,0.4015,0.8778,0.7222,3.8848,0.9166,0.6144,0.3659,0.9001,0.9135,0.1661,2.96,0.811,0.7321,0.7321,0.7321,0.5425,0.8323,0.636,0.8801,0.4003,3.2912,0.8813,10.8681,0.9173,1,1,0,0,0,2,0,0,1,1,0,2,0,0,0,0,0,0,0,0,4,24669,19.1,2.3,28.9,1.2,1.8,0,0.1,0.1,0.2,0.1,0,0.2,4.7,1.3,0.1,0.1
45089,32.8,3.4,4.5,1.4,31.1,3.8,17.1,1.8,11.3,1.6,21.4,0.1,19.5,0.4,20.2,1.7,5.7,1.6,1.5,0.7,68.6,0.2,0.4,0.3,42.4,3,3.3,1,14.2,2.8,5,0.2,0.8527,0.4537,0.958,0.8333,0.7121,3.8098,0.901,0.693,0.2167,0.8218,0.5552,0.7035,2.9902,0.8282,0.9548,0.9548,0.9548,0.0757,0.9924,0.8116,0.9822,0.819,3.6809,0.9749,11.4357,0.9634,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,2,4,27445,33.1,3.3,63.5,0.5,3,0,0.8,0.1,0.3,0.1,0,0.1,0.5,0.2,0.5,0.4
45091,15.6,0.9,4.7,0.5,20.8,1.2,7.7,0.6,8.1,0.6,14.7,0.1,23.8,0.1,10.1,0.6,7,0.6,0.8,0.2,31.6,0.2,10.8,0.9,9.3,0.7,1.7,0.3,3.7,0.5,1.4,0,0.1495,0.4954,0.4324,0.2692,0.4741,1.8206,0.2749,0.1295,0.748,0.0611,0.7493,0.518,2.2059,0.3217,0.6872,0.6872,0.6872,0.8823,0.4709,0.4311,0.2068,0.2943,2.2854,0.3958,6.9991,0.3436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255023,8.7,0.7,18.7,0.3,6.3,0,2.7,0.2,0.5,0.1,0,0.1,2.9,0.4,0.4,0.2
46003,11.6,2.8,0.8,0.7,16.3,3.8,8.7,2.7,6.9,2.3,19.3,2,25.5,1.6,12.7,2.4,4.3,2.2,1.6,2.1,11.3,8.1,1.4,1.3,6.3,2.4,0.4,0.8,1.8,0.9,4.2,0.3,0.0445,0.0172,0.1145,0.3528,0.3586,0.8876,0.0649,0.497,0.8864,0.2262,0.2603,0.7197,2.5896,0.5921,0.3322,0.3322,0.3322,0.2494,0.3233,0.0404,0.0312,0.769,1.4133,0.0754,5.2227,0.104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,21.5,3.9,1.3,1.4,6.6,2.4,0.2,0.3,2.4,1.7,0,1,0.8,0.6,0,1
46005,26,4.2,2.3,1.2,21.8,4.2,14.9,2,5.4,2,18.8,1.2,27.3,0.2,12.5,1.8,5.3,2.1,3.3,1.3,27.2,0.5,8.5,2.2,6.3,1.8,4.5,1.8,7,2,3,0.4,0.6367,0.0939,0.5177,0.7553,0.2039,2.2075,0.3977,0.447,0.945,0.2097,0.4693,0.874,2.945,0.8021,0.6332,0.6332,0.6332,0.8365,0.3233,0.903,0.7203,0.6659,3.449,0.931,9.2347,0.7289,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,2,17835,17.4,3.1,0.6,0.2,11.8,0,8.9,1.8,1,0.3,1.1,1.3,3.6,1.4,0.3,0.3
46007,45.8,10.4,7.9,5.9,23.2,7.7,11.1,4.7,25.9,6.7,12.7,2.1,37.2,3.9,11.1,2.8,10.9,5,0.2,1.2,63.6,5.4,0.4,0.5,7.3,2.8,7.9,3.6,9,6,1.3,0.1,0.985,0.9087,0.6297,0.5402,0.9905,4.0541,0.9427,0.0503,0.9987,0.104,0.9653,0.1661,2.2844,0.3754,0.937,0.937,0.937,0.0757,0.3707,0.9755,0.8801,0.252,2.554,0.531,9.8295,0.811,1,1,0,0,1,3,0,1,0,1,0,2,1,1,0,0,1,0,0,1,7,2603,32.6,8,0.2,0.3,9.3,1.1,1.3,1.5,50.3,6.2,0,0.7,2.5,1.5,0,0.7
46009,25.7,4.6,2.2,1.7,20.7,4.4,11.1,1.8,6,1.9,21.2,0.3,18.1,0.4,13.4,2.1,3.7,1.8,0.4,0.9,13.8,0.4,3.3,1.2,4.4,1.6,0.7,0.6,4.1,1.5,23.2,0.9,0.6217,0.0859,0.4244,0.5402,0.2663,1.9385,0.3124,0.6755,0.1219,0.2832,0.1607,0.315,1.5563,0.0535,0.3977,0.3977,0.3977,0.5269,0.2234,0.0948,0.2708,0.9892,2.1051,0.3023,5.9976,0.1899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5742,20,3.5,1.6,0.7,2.9,0,0.2,0.3,6.4,1.1,0,0.4,2.5,0.8,0.2,0.4
46011,22.3,2.8,3.9,0.9,22.3,3,3.8,0.9,4.7,0.8,12.9,0.3,20.5,0.3,9,1,2.7,0.9,0.7,0.4,11.4,0.2,15.2,2.6,8,1.7,0.8,0.4,5.8,1.8,9.5,0.4,0.4636,0.3296,0.5574,0.021,0.1241,1.4957,0.1871,0.056,0.3102,0.0296,0.0611,0.4776,0.9345,0.006,0.335,0.335,0.335,0.9424,0.4073,0.1193,0.5689,0.9313,2.9692,0.7401,5.7344,0.154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,38036,10.8,2,1.1,0.3,3.9,0,3.1,0.4,0.7,0.3,0,0.1,2.7,0.8,0,0.1
46013,16.3,2,3.6,1.3,20.5,2.8,6.3,1.3,6.9,1.2,17.7,0.4,23.2,0.3,11.9,1.4,4.4,1.3,1.3,0.6,14.6,0.1,18.2,2.5,5.2,1.1,0.9,0.5,6.3,1.3,2.9,0.1,0.1779,0.2752,0.4079,0.1422,0.3586,1.3618,0.1549,0.3331,0.6707,0.1619,0.2787,0.6612,2.1056,0.2628,0.42,0.42,0.42,0.964,0.2685,0.1479,0.6386,0.6507,2.6697,0.5905,6.5571,0.2669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,39421,14.3,2.2,2.3,0.2,3.8,0,3.4,0.2,3,0.5,0,0.1,2,0.6,0,0.1
46015,24.8,4.9,3.2,1.9,15.8,3.5,14.2,3.2,9.4,2.9,19.1,0.5,24.5,0,14.7,2.5,4.3,2.4,0.1,1.2,18.8,1.1,6.3,3.3,8.8,2.7,0.2,0.7,5,2.7,5.8,0.2,0.5807,0.2017,0.0935,0.7184,0.58,2.1743,0.3866,0.4801,0.8174,0.399,0.2603,0.0856,2.0424,0.2294,0.5081,0.5081,0.5081,0.7569,0.4489,0.0251,0.4295,0.8451,2.5055,0.5094,7.2303,0.3872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4874,23.4,4.2,1.3,1,1.8,1.3,0,0.5,12.3,2.3,0,0.5,3.4,2.1,0,0.5
46017,46.6,5.9,14.9,5.7,27.6,7,17.6,5.2,39.6,7.3,7.5,1.8,38,4.3,14,2.8,15.3,5.5,0.9,2.6,81.5,7.2,5.8,2.5,18.2,6,11,3.8,14.2,5,0.1,0.2,0.9866,0.9949,0.8702,0.8498,0.9987,4.7002,0.9975,0.0016,0.9994,0.3347,0.9959,0.5536,2.8852,0.7728,0.9831,0.9831,0.9831,0.7283,0.762,0.9911,0.9822,0.0156,3.4792,0.9399,12.0477,0.9892,1,1,0,0,1,3,0,1,0,1,0,2,1,1,0,0,1,1,0,2,8,1237,38.8,7.9,0,1.3,8.3,1.2,0,1.3,72.4,3.6,0,1.3,0,1.3,0.9,1.1
46019,21.5,3.9,5.8,2.9,24,5.1,10.6,3.9,15,3.7,19.6,0.4,23.4,0.5,15.2,2.6,4.1,1.9,0,0.7,11.9,1.4,3.3,2.3,25.1,4,3.2,1.7,3.8,1.8,1.4,0.1,0.4209,0.7082,0.6892,0.5078,0.8654,3.1915,0.7337,0.5231,0.6962,0.4489,0.2211,0,1.8893,0.1444,0.3503,0.3503,0.3503,0.5269,0.895,0.7973,0.2208,0.2943,2.7343,0.6268,8.1654,0.5431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8174,11.5,2.9,0,0.2,4.3,0,0.4,0.6,1.2,0.7,0.1,0.2,5.4,1.7,0.6,0.6
46021,13.5,4,3.9,2.7,14.2,3.9,12.8,3.4,4.5,2.1,27.3,3,22.6,3.6,12.3,2.4,1.6,1.4,0.6,2.6,5.3,10.7,2,1.6,13.5,3.9,1.3,0.9,4.5,3,0.3,0.1,0.083,0.3296,0.0519,0.6462,0.1085,1.2192,0.1269,0.9345,0.587,0.1925,0.0213,0.4349,2.1702,0.2972,0.0627,0.0627,0.0627,0.3509,0.6306,0.2765,0.3369,0.0229,1.6178,0.1247,5.0699,0.0878,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,982,27.4,4.9,0,1.6,4,1.2,0.1,0.2,0.3,0.4,0,1.6,0.9,1.1,0,1.6
46023,33.2,4,7.1,1.7,19.4,3.5,10.5,1.6,17.8,2.6,18.2,0.1,30.8,0,12,1.4,4.7,1.3,0.1,0.6,37.6,0.3,2.7,0.7,3.9,0.9,4.9,1.3,5.3,1.2,3.5,0.1,0.861,0.8546,0.3121,0.5002,0.9297,3.4576,0.8091,0.3793,0.9809,0.1705,0.3411,0.0856,1.9574,0.175,0.756,0.756,0.756,0.4531,0.1912,0.923,0.4868,0.7178,2.7719,0.6468,8.9429,0.6777,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,3,8813,22.9,3,0.1,0.1,4,0,0.3,0.3,27.5,1.2,0.1,0.1,5.3,1.1,0.3,0.2
46025,19.4,4.2,5.3,2.6,22.4,4.7,8.9,3.2,7.6,2.1,23.4,0.5,28.4,1.5,11.2,2.1,3.9,2,1.2,1.7,7.8,0.4,2.2,1.3,6.4,2.7,1.5,1,3.2,1.8,3.2,0.2,0.3175,0.616,0.5676,0.3738,0.434,2.3089,0.4372,0.8129,0.9599,0.1114,0.1871,0.6367,2.708,0.6707,0.1985,0.1985,0.1985,0.3853,0.3296,0.3608,0.1413,0.6901,1.9071,0.2151,7.1225,0.3659,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2937,16.9,3,0.4,0.6,4.1,0,0.5,0.5,0.1,0.1,0,0.6,2.4,0.8,0.3,0.3
46027,30,3.8,8.2,2.7,24.8,5.4,6.6,2.1,7.9,1.8,11.9,0.3,17.3,0.4,12.7,2.1,6.1,2.1,0.4,0.6,13.8,0.6,14.9,3.6,6.7,2.6,4,2.2,8.2,3.2,15.6,0.3,0.7792,0.9179,0.7385,0.1667,0.4556,3.0579,0.6907,0.0325,0.0815,0.2262,0.6258,0.315,1.281,0.0194,0.3977,0.3977,0.3977,0.9399,0.3455,0.8721,0.8336,0.9752,3.9663,0.9962,8.7029,0.6367,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,3,16576,10.2,3.1,1.7,0.4,2.2,1,3,0.1,3.3,1.2,0,0.1,3.1,1.2,0.4,0.5
46029,20,2.1,1.5,0.8,20.2,2.9,8.2,2,7.3,1.7,18.4,0.2,23.5,0,11.3,1.6,3.9,1.2,0.4,0.4,9.3,0.6,8.3,1.7,7.8,1.5,2.2,0.8,5.5,1.9,2.1,0,0.3497,0.0391,0.385,0.314,0.4034,1.4912,0.1861,0.4038,0.7117,0.1177,0.1871,0.315,1.7353,0.0945,0.2628,0.2628,0.2628,0.8311,0.3983,0.6083,0.5177,0.5145,2.8699,0.6993,6.3592,0.2415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30922,15.4,2.5,0.5,0.4,3.4,0,0.6,0.3,2.3,0.6,0,0.1,1.9,0.6,0.4,0.6
