Demographic Data Report for United States by County,,,,
Poverty: Persons below poverty,,,,
"All Ages, Black (includes Hispanic), Male",,,,
2017-2021 American Community Survey 5-Year Data,,,,
Sorted by Value,,,,
,,,,
County, FIPS,Value (Percent),People (Below Poverty),Rank within US
"Colonial Heights City, Virginia",51570,15.1,199,1030 of 2897
"Cannon County, Tennessee",47015,15.1,26,1029 of 2897
"Bryan County, Georgia",13029,15.1,451,1028 of 2897
"Hardin County, Tennessee",47071,15.1,61,1027 of 2897
"Blair County, Pennsylvania",42013,15.1,194,1026 of 2897
"Barrow County, Georgia",13013,15,738,1025 of 2897
"Henderson County, Tennessee",47077,15,176,1024 of 2897
"Dutchess County, New York",36027,15,1952,1023 of 2897
"Ector County, Texas",48135,15,591,1022 of 2897
"Broward County, Florida",12011,15,38516,1021 of 2897
"Gaston County, North Carolina",37071,15,2575,1020 of 2897
"Pinal County, Arizona",04021,15,1168,1019 of 2897
"Arlington County, Virginia",51013,14.9,1490,1018 of 2897
"Pike County, Ohio",39131,14.9,13,1017 of 2897
"Alameda County, California",06001,14.9,11803,1016 of 2897
"Tarrant County, Texas",48439,14.9,24404,1015 of 2897
"DeKalb County, Georgia",13089,14.9,27146,1014 of 2897
"Vilas County, Wisconsin",55125,14.9,7,1013 of 2897
"Columbia County, New York",36021,14.9,141,1012 of 2897
"Geauga County, Ohio",39055,14.9,76,1011 of 2897
"Dallas County, Arkansas",05039,14.9,188,1010 of 2897
"Kootenai County, Idaho",16055,14.8,42,1009 of 2897
"Clinton County, Michigan",26037,14.8,73,1008 of 2897
"Fredericksburg City, Virginia",51630,14.8,412,1007 of 2897
"Hood County, Texas",48221,14.8,47,1006 of 2897
"DuPage County, Illinois",17043,14.8,3074,1005 of 2897
"Newton County, Georgia",13217,14.8,3445,1004 of 2897
"Wagoner County, Oklahoma",40145,14.8,218,1003 of 2897
"Bell County, Texas",48027,14.7,6143,1002 of 2897
"Lawrence County, Alabama",01079,14.7,221,1001 of 2897
"Stutsman County, North Dakota",38093,14.7,15,1000 of 2897
"Maury County, Tennessee",47119,14.6,750,999 of 2897
"Marin County, California",06041,14.6,387,998 of 2897
"Polk County, Missouri",29167,14.6,21,997 of 2897
"Talbot County, Georgia",13263,14.6,219,996 of 2897
"Pierce County, Washington",53053,14.6,4859,995 of 2897
"Houston County, Georgia",13153,14.5,3416,994 of 2897
"Brown County, Ohio",39015,14.5,18,993 of 2897
"San Mateo County, California",06081,14.5,1275,992 of 2897
"San Jacinto County, Texas",48407,14.5,179,991 of 2897
"Cherokee County, North Carolina",37039,14.5,25,990 of 2897
"Minnehaha County, South Dakota",46099,14.4,909,989 of 2897
"Baldwin County, Alabama",01003,14.4,1253,988 of 2897
"Seminole County, Florida",12117,14.4,3839,987 of 2897
"Labette County, Kansas",20099,14.4,62,986 of 2897
"Caroline County, Maryland",24011,14.4,293,985 of 2897
"Walker County, Georgia",13295,14.3,176,984 of 2897
"Union County, North Carolina",37179,14.3,1800,983 of 2897
"Albemarle County, Virginia",51003,14.3,535,982 of 2897
"Carson County, Texas",48065,14.3,8,979 of 2897
"Dade County, Georgia",13083,14.3,10,979 of 2897
"Neosho County, Kansas",20133,14.3,9,979 of 2897
"Grand Forks County, North Dakota",38035,14.3,245,978 of 2897
"York County, Maine",23031,14.3,142,977 of 2897
"Fairfield County, Connecticut",09001,14.3,7073,976 of 2897
"Wood County, Ohio",39173,14.3,177,975 of 2897
"Kosciusko County, Indiana",18085,14.2,49,974 of 2897
"Conecuh County, Alabama",01035,14.2,386,973 of 2897
"Lincoln County, South Dakota",46083,14.2,91,972 of 2897
"Loudon County, Tennessee",47105,14.2,50,971 of 2897
"St. John the Baptist Parish, Louisiana",22095,14.2,1634,970 of 2897
"Pickens County, South Carolina",45077,14.2,552,969 of 2897
"Bristol City, Virginia",51520,14.2,86,968 of 2897
"Williamson County, Tennessee",47187,14.2,648,967 of 2897
"Wayne County, Pennsylvania",42127,14.2,16,966 of 2897
"Sandoval County, New Mexico",35043,14.2,258,965 of 2897
"Herkimer County, New York",36043,14.1,43,964 of 2897
"Clayton County, Georgia",13063,14.1,13061,963 of 2897
"Palo Alto County, Iowa",19147,14.1,13,962 of 2897
"Dukes County, Massachusetts",25007,14.1,63,961 of 2897
"Washington County, Illinois",17189,14.1,10,960 of 2897
"Eaton County, Michigan",26045,14.1,503,959 of 2897
"Wayne County, West Virginia",54099,14.1,27,958 of 2897
"St. Clair County, Alabama",01115,14,471,957 of 2897
"Larimer County, Colorado",08069,14,272,956 of 2897
"Brooke County, West Virginia",54009,14,15,954 of 2897
"Garrett County, Maryland",24023,14,15,954 of 2897
"Van Zandt County, Texas",48467,14,101,953 of 2897
"Haralson County, Georgia",13143,14,85,952 of 2897
"Halifax County with South Boston City, Virginia",51083,14,734,951 of 2897
"Ohio County, West Virginia",54069,13.9,82,950 of 2897
"Bedford County, Tennessee",47003,13.9,222,949 of 2897
"LaGrange County, Indiana",18087,13.9,5,948 of 2897
"Essex County, Massachusetts",25009,13.9,2338,947 of 2897
"Henry County, Virginia",51089,13.9,726,946 of 2897
"Larue County, Kentucky",21123,13.9,28,945 of 2897
"Berkeley County, South Carolina",45015,13.8,3407,944 of 2897
"Lynn County, Texas",48305,13.8,4,943 of 2897
"Anderson County, Tennessee",47001,13.8,159,942 of 2897
"Buffalo County, Nebraska",31019,13.8,27,941 of 2897
"Midland County, Michigan",26111,13.8,107,940 of 2897
"Tipton County, Tennessee",47167,13.8,719,939 of 2897
"Montcalm County, Michigan",26117,13.7,51,938 of 2897
"Scott County, Kentucky",21209,13.7,177,937 of 2897
"Boone County, Indiana",18011,13.7,89,936 of 2897
"Hughes County, Oklahoma",40063,13.7,17,935 of 2897
"James City County, Virginia",51095,13.7,592,934 of 2897
"Riverside County, California",06065,13.7,10308,933 of 2897
"Lake County, Florida",12069,13.7,2480,932 of 2897
"Shenandoah County, Virginia",51171,13.7,66,931 of 2897
"Liberty County, Georgia",13179,13.7,1735,930 of 2897
"Coffey County, Kansas",20031,13.6,6,929 of 2897
"Chambers County, Alabama",01017,13.6,872,928 of 2897
"Portage County, Wisconsin",55097,13.6,46,927 of 2897
"Butler County, Ohio",39017,13.6,1911,926 of 2897
"Catoosa County, Georgia",13047,13.6,99,924 of 2897
"Polk County, Wisconsin",55095,13.6,11,924 of 2897
"Okaloosa County, Florida",12091,13.6,1303,923 of 2897
"Eastland County, Texas",48133,13.5,28,922 of 2897
"Pasco County, Florida",12101,13.5,2060,921 of 2897
"Washington County, Arkansas",05143,13.5,524,920 of 2897
"Douglas County, Georgia",13097,13.5,4235,919 of 2897
"Gallatin County, Montana",30031,13.5,33,918 of 2897
"Conway County, Arkansas",05029,13.5,143,917 of 2897
"Oldham County, Kentucky",21185,13.4,138,916 of 2897
"Tazewell County, Virginia",51185,13.4,70,915 of 2897
"McKenzie County, North Dakota",38053,13.4,23,914 of 2897
"Dallas County, Iowa",19049,13.4,140,913 of 2897
"Stewart County, Tennessee",47161,13.3,4,912 of 2897
"Lyon County, Minnesota",27083,13.3,52,911 of 2897
"Warren County, Virginia",51187,13.3,121,910 of 2897
"Middlesex County, Massachusetts",25017,13.3,5125,909 of 2897
"Effingham County, Georgia",13103,13.3,571,908 of 2897
"Worcester County, Massachusetts",25027,13.3,2741,907 of 2897
"Jones County, Georgia",13169,13.2,442,906 of 2897
"Pope County, Arkansas",05115,13.2,94,905 of 2897
"St. Johns County, Florida",12109,13.2,893,904 of 2897
"Somerset County, Maine",23025,13.2,17,903 of 2897
"Antelope County, Nebraska",31003,13.2,5,900 of 2897
"Grant County, Oklahoma",40053,13.2,5,900 of 2897
"Sargent County, North Dakota",38081,13.2,10,900 of 2897
"Wake County, North Carolina",37183,13.1,13115,899 of 2897
"Carroll County, Maryland",24013,13.1,364,898 of 2897
"Wilson County, Tennessee",47189,13.1,634,897 of 2897
"Mesa County, Colorado",08077,13.1,87,896 of 2897
"Gordon County, Georgia",13129,13.1,140,894 of 2897
"Sagadahoc County, Maine",23023,13.1,20,894 of 2897
"Lake County, Ohio",39085,13,629,893 of 2897
"Clinton County, Pennsylvania",42035,13,34,892 of 2897
"Saline County, Kansas",20169,13,117,891 of 2897
"Hockley County, Texas",48219,13,48,890 of 2897
"Pine County, Minnesota",27115,13,26,889 of 2897
"Sweetwater County, Wyoming",56037,13,34,888 of 2897
"Weber County, Utah",49057,13,204,887 of 2897
"Montgomery County, Texas",48339,13,2032,886 of 2897
"Kennebec County, Maine",23011,13,61,885 of 2897
"Virginia Beach City, Virginia",51810,12.9,5100,884 of 2897
"Wexford County, Michigan",26165,12.9,23,883 of 2897
"Warren County, New York",36113,12.9,63,882 of 2897
"Westchester County, New York",36119,12.9,8280,881 of 2897
"Mecklenburg County, North Carolina",37119,12.8,19932,880 of 2897
"Rutherford County, Tennessee",47149,12.8,3110,879 of 2897
"Benton County, Mississippi",28009,12.8,167,878 of 2897
"Monroe County, Michigan",26115,12.8,219,877 of 2897
"Preston County, West Virginia",54077,12.8,10,876 of 2897
"Carroll County, New Hampshire",33003,12.8,27,875 of 2897
"Thurston County, Washington",53067,12.8,594,874 of 2897
"Suffolk City, Virginia",51800,12.8,2252,873 of 2897
"Anoka County, Minnesota",27003,12.8,1675,872 of 2897
"York County, South Carolina",45091,12.7,3018,871 of 2897
"Muhlenberg County, Kentucky",21177,12.7,38,870 of 2897
"Doniphan County, Kansas",20043,12.7,8,869 of 2897
"Reno County, Kansas",20155,12.7,57,868 of 2897
"Nassau County, Florida",12089,12.7,306,867 of 2897
"Oakland County, Michigan",26125,12.6,9283,866 of 2897
"Logan County, Ohio",39091,12.6,60,865 of 2897
"Santa Cruz County, California",06087,12.5,163,864 of 2897
"Contra Costa County, California",06013,12.5,5802,863 of 2897
"Hancock County, Ohio",39063,12.5,76,862 of 2897
"Canadian County, Oklahoma",40017,12.5,306,861 of 2897
"Hall County, Georgia",13139,12.5,819,860 of 2897
"Glascock County, Georgia",13125,12.5,7,855 of 2897
"Petersburg Census Area, Alaska",02195,12.5,3,855 of 2897
"Scott County, Tennessee",47151,12.5,2,855 of 2897
"Starke County, Indiana",18149,12.5,2,855 of 2897
"Thayer County, Nebraska",31169,12.5,1,855 of 2897
"Amelia County, Virginia",51007,12.4,173,854 of 2897
"Jefferson County, Colorado",08059,12.4,414,853 of 2897
"Queen Annes County, Maryland",24035,12.4,156,852 of 2897
"Clay County, Florida",12019,12.4,1413,851 of 2897
"Nantucket County, Massachusetts",25019,12.4,141,850 of 2897
"Camden County, Missouri",29029,12.4,16,849 of 2897
"Will County, Illinois",17197,12.4,4495,848 of 2897
"Crawford County, Georgia",13079,12.3,159,847 of 2897
"Flathead County, Montana",30029,12.3,36,846 of 2897
"Isle of Wight County, Virginia",51093,12.3,530,844 of 2897
"Marion County, Tennessee",47115,12.3,53,844 of 2897
"Howard County, Missouri",29089,12.3,37,843 of 2897
"Tishomingo County, Mississippi",28141,12.3,22,842 of 2897
"Whiteside County, Illinois",17195,12.3,43,841 of 2897
"Arapahoe County, Colorado",08005,12.3,4334,840 of 2897
"Robertson County, Tennessee",47147,12.3,287,839 of 2897
"Sarpy County, Nebraska",31153,12.3,515,838 of 2897
"Napa County, California",06055,12.3,176,837 of 2897
"Monroe County, Wisconsin",55081,12.3,43,836 of 2897
"Ocean County, New Jersey",34029,12.2,1106,835 of 2897
"Lafayette County, Missouri",29107,12.1,50,834 of 2897
"Bradley County, Tennessee",47011,12.1,316,833 of 2897
"Currituck County, North Carolina",37053,12.1,91,832 of 2897
"Clark County, Washington",53011,12.1,591,831 of 2897
"Kenai Peninsula Borough, Alaska",02122,12.1,18,830 of 2897
"Chesapeake City, Virginia",51550,12.1,3906,829 of 2897
"Lawrence County, Indiana",18093,12.1,7,828 of 2897
"Denton County, Texas",48121,12,4971,827 of 2897
"Hancock County, West Virginia",54029,12,43,826 of 2897
"DeSoto County, Mississippi",28033,12,2925,825 of 2897
"Rusk County, Texas",48401,12,453,824 of 2897
"Cascade County, Montana",30013,11.9,70,823 of 2897
"Hardin County, Ohio",39065,11.9,14,822 of 2897
"Cabarrus County, North Carolina",37025,11.9,2308,821 of 2897
"Douglas County, Washington",53017,11.9,16,820 of 2897
"Putnam County, New York",36079,11.8,202,819 of 2897
"Barnstable County, Massachusetts",25001,11.8,404,818 of 2897
"Ravalli County, Montana",30081,11.8,11,817 of 2897
"Tom Green County, Texas",48451,11.8,233,816 of 2897
"El Paso County, Texas",48141,11.8,1692,815 of 2897
"Barbour County, West Virginia",54001,11.8,6,814 of 2897
"Talbot County, Maryland",24041,11.8,211,813 of 2897
"Carteret County, North Carolina",37031,11.7,150,812 of 2897
"Meeker County, Minnesota",27093,11.7,7,811 of 2897
"Hunterdon County, New Jersey",34019,11.7,68,810 of 2897
"Coweta County, Georgia",13077,11.7,1390,809 of 2897
"Jefferson County, Kansas",20087,11.7,12,808 of 2897
"Nelson County, Virginia",51125,11.6,94,807 of 2897
"San Juan County, New Mexico",35045,11.6,55,806 of 2897
"Medina County, Ohio",39103,11.6,110,805 of 2897
"Charlotte County, Florida",12015,11.5,533,804 of 2897
"Jackson County, Kansas",20085,11.5,3,802 of 2897
"Jefferson County, Montana",30043,11.5,3,802 of 2897
"Madison County, North Carolina",37115,11.5,7,801 of 2897
"Howard County, Maryland",24027,11.4,3336,800 of 2897
"Orange County, New York",36071,11.4,2369,799 of 2897
"Columbia County, Oregon",41009,11.4,20,798 of 2897
"Rio Arriba County, New Mexico",35039,11.4,13,797 of 2897
"Monmouth County, New Jersey",34025,11.4,2218,796 of 2897
"Orange County, California",06059,11.4,3142,795 of 2897
"Montgomery County, Pennsylvania",42091,11.4,3849,794 of 2897
"Ellis County, Texas",48139,11.4,1168,793 of 2897
"Tippah County, Mississippi",28139,11.4,186,792 of 2897
"Shelby County, Kentucky",21211,11.4,171,791 of 2897
"Henrico County, Virginia",51087,11.3,4856,790 of 2897
"Pulaski County, Kentucky",21199,11.3,25,789 of 2897
"El Paso County, Colorado",08041,11.3,2542,788 of 2897
"McPherson County, Kansas",20113,11.3,15,787 of 2897
"Mason County, Michigan",26105,11.3,24,786 of 2897
"McHenry County, Illinois",17111,11.3,265,785 of 2897
"Fairfield County, Ohio",39045,11.2,681,784 of 2897
"Blount County, Tennessee",47009,11.2,173,783 of 2897
"Garza County, Texas",48169,11.2,29,782 of 2897
"Monroe County, Missouri",29137,11.2,16,781 of 2897
"Santa Rosa County, Florida",12113,11.2,485,780 of 2897
"Jefferson County, West Virginia",54037,11.2,173,779 of 2897
"Columbia County, Georgia",13073,11.1,1380,778 of 2897
"Fluvanna County, Virginia",51065,11.1,188,777 of 2897
"King William County, Virginia",51101,11.1,136,776 of 2897
"Suffolk County, New York",36103,11.1,5960,775 of 2897
"Door County, Wisconsin",55029,11.1,8,769 of 2897
"Goliad County, Texas",48175,11.1,15,769 of 2897
"Madison County, Virginia",51113,11.1,41,769 of 2897
"Mitchell County, Iowa",19131,11.1,4,769 of 2897
"Noble County, Ohio",39121,11.1,1,769 of 2897
"Sawyer County, Wisconsin",55113,11.1,3,769 of 2897
"Platte County, Missouri",29165,11.1,390,768 of 2897
"Limestone County, Alabama",01083,11.1,616,767 of 2897
"Coryell County, Texas",48099,11.1,405,766 of 2897
"Bradford County, Pennsylvania",42015,11,20,765 of 2897
"Webb County, Texas",48479,11,74,764 of 2897
"Pottawattamie County, Iowa",19155,11,62,763 of 2897
"Plymouth County, Massachusetts",25023,11,2478,762 of 2897
"Union County, New Jersey",34039,11,6131,761 of 2897
"Santa Clara County, California",06085,10.9,2598,760 of 2897
"Clarke County, Virginia",51043,10.9,32,759 of 2897
"Frederick County, Virginia",51069,10.9,183,758 of 2897
"Yuba County, California",06115,10.9,168,757 of 2897
"Addison County, Vermont",50001,10.9,26,756 of 2897
"Pike County, Georgia",13231,10.9,82,755 of 2897
"Livingston Parish, Louisiana",22063,10.8,480,754 of 2897
"Osceola County, Florida",12097,10.8,2231,753 of 2897
"Campbell County, Virginia",51031,10.8,390,752 of 2897
"Perry County, Kentucky",21193,10.7,25,751 of 2897
"Stanislaus County, California",06099,10.7,890,750 of 2897
"Baltimore County, Maryland",24005,10.7,11859,749 of 2897
"Titus County, Texas",48449,10.7,151,748 of 2897
"Chelan County, Washington",53007,10.7,11,747 of 2897
"Rockdale County, Georgia",13247,10.7,2512,746 of 2897
"Cortland County, New York",36023,10.6,41,745 of 2897
"Jefferson County, Oregon",41031,10.6,7,743 of 2897
"McLeod County, Minnesota",27085,10.6,7,743 of 2897
"Tehama County, California",06103,10.6,39,742 of 2897
"Southampton County, Virginia",51175,10.6,261,741 of 2897
"Bucks County, Pennsylvania",42017,10.6,1251,740 of 2897
"Bethel Census Area, Alaska",02050,10.6,15,739 of 2897
"Fairfax County, Virginia",51059,10.6,5702,738 of 2897
"Saline County, Arkansas",05125,10.5,483,737 of 2897
"Queens County, New York",36081,10.5,20012,736 of 2897
"Anchorage Borough, Alaska",02020,10.5,816,735 of 2897
"Dakota County, Minnesota",27037,10.5,1601,734 of 2897
"Chippewa County, Wisconsin",55017,10.4,20,732 of 2897
"Iosco County, Michigan",26069,10.4,5,732 of 2897
"Harford County, Maryland",24025,10.4,1813,731 of 2897
"Johnson County, Indiana",18081,10.3,177,730 of 2897
"Lee County, Illinois",17103,10.3,46,729 of 2897
"Douglas County, Colorado",08035,10.2,284,728 of 2897
"Douglas County, Wisconsin",55031,10.1,23,727 of 2897
"Walton County, Florida",12131,10.1,145,726 of 2897
"Montgomery County, Maryland",24031,10.1,9079,725 of 2897
"Meade County, Kentucky",21163,10.1,69,724 of 2897
"Covington City, Virginia",51580,10.1,35,723 of 2897
"Benton County, Tennessee",47005,10.1,19,722 of 2897
"Yellowstone County, Montana",30111,10,87,721 of 2897
"Norfolk County, Massachusetts",25021,10,2369,720 of 2897
"Ventura County, California",06111,10,776,719 of 2897
"Brown County, Minnesota",27015,10,13,715 of 2897
"Dodge County, Nebraska",31053,10,8,715 of 2897
"Echols County, Georgia",13101,10,5,715 of 2897
"Spencer County, Indiana",18147,10,6,715 of 2897
"Morgan County, Ohio",39115,10,26,714 of 2897
"Wayne County, Ohio",39169,9.9,56,713 of 2897
"Yadkin County, North Carolina",37197,9.9,67,712 of 2897
"Washington County, Wisconsin",55131,9.9,89,711 of 2897
"Medina County, Texas",48325,9.8,28,710 of 2897
"Bergen County, New Jersey",34003,9.8,2480,709 of 2897
"Marion County, Kentucky",21155,9.8,52,708 of 2897
"Winchester City, Virginia",51840,9.8,121,707 of 2897
"Gibson County, Indiana",18051,9.8,47,706 of 2897
"Calvert County, Maryland",24009,9.7,535,705 of 2897
"Gwinnett County, Georgia",13135,9.7,12023,704 of 2897
"Clay County, Indiana",18021,9.7,10,703 of 2897
"Snohomish County, Washington",53061,9.7,1449,702 of 2897
"Boyd County, Kentucky",21019,9.7,27,700 of 2897
"Crawford County, Wisconsin",55023,9.7,3,700 of 2897
"Franklin County, Pennsylvania",42055,9.7,283,699 of 2897
"San Benito County, California",06069,9.7,28,698 of 2897
"Cobb County, Georgia",13067,9.6,9103,697 of 2897
"Cochise County, Arizona",04003,9.6,177,696 of 2897
"Brantley County, Georgia",13025,9.6,27,695 of 2897
"Hocking County, Ohio",39073,9.5,6,694 of 2897
"Marathon County, Wisconsin",55073,9.5,40,693 of 2897
"Washington County, Minnesota",27163,9.5,564,692 of 2897
"Brunswick County, North Carolina",37019,9.4,542,691 of 2897
"Sussex County, New Jersey",34037,9.4,162,690 of 2897
"Huntingdon County, Pennsylvania",42061,9.3,21,689 of 2897
"Sutter County, California",06101,9.3,91,688 of 2897
"Williamson County, Texas",48491,9.3,1730,687 of 2897
"Grays Harbor County, Washington",53027,9.2,15,686 of 2897
"Buena Vista County, Iowa",19021,9.2,25,685 of 2897
"Morris County, New Jersey",34027,9.2,730,684 of 2897
"Frederick County, Maryland",24021,9.2,1160,683 of 2897
"Garrard County, Kentucky",21079,9.1,15,682 of 2897
"Prince George County, Virginia",51149,9.1,496,681 of 2897
"Chase County, Nebraska",31029,9.1,1,679 of 2897
"Divide County, North Dakota",38023,9.1,4,679 of 2897
"Shelby County, Alabama",01117,9,1113,678 of 2897
"Brookings County, South Dakota",46011,9,25,677 of 2897
"Box Elder County, Utah",49003,9,17,676 of 2897
"Lincoln County, Tennessee",47103,9,94,675 of 2897
"Miami County, Ohio",39109,9,104,674 of 2897
"Monroe County, West Virginia",54063,8.9,4,673 of 2897
"Lafayette County, Wisconsin",55065,8.8,3,672 of 2897
"Harris County, Georgia",13145,8.8,226,671 of 2897
"Chesterfield County, Virginia",51041,8.8,3355,670 of 2897
"Bristol County, Rhode Island",44001,8.8,22,669 of 2897
"Brown County, South Dakota",46013,8.8,56,668 of 2897
"Lancaster County, Virginia",51103,8.8,128,667 of 2897
"Independence County, Arkansas",05063,8.8,36,666 of 2897
"Johnson County, Kansas",20091,8.7,1249,665 of 2897
"Stephens County, Oklahoma",40137,8.7,30,664 of 2897
"Clermont County, Ohio",39025,8.6,118,663 of 2897
"McNairy County, Tennessee",47109,8.6,72,662 of 2897
"Spotsylvania County, Virginia",51177,8.6,970,661 of 2897
"Culpeper County, Virginia",51047,8.6,268,660 of 2897
"Meigs County, Tennessee",47121,8.6,11,659 of 2897
"Powhatan County, Virginia",51145,8.6,58,658 of 2897
"Houston County, Minnesota",27055,8.6,13,657 of 2897
"Seward County, Kansas",20175,8.5,33,656 of 2897
"Lamar County, Georgia",13171,8.5,200,655 of 2897
"Fort Bend County, Texas",48157,8.5,6448,654 of 2897
"Banks County, Georgia",13011,8.5,21,653 of 2897
"Mountrail County, North Dakota",38061,8.5,11,652 of 2897
"Henry County, Georgia",13151,8.5,4235,651 of 2897
"St. Charles County, Missouri",29183,8.5,735,650 of 2897
"Anne Arundel County, Maryland",24003,8.5,3670,649 of 2897
"Terry County, Texas",48445,8.4,7,648 of 2897
"Roseau County, Minnesota",27135,8.4,9,647 of 2897
"Gratiot County, Michigan",26057,8.4,28,646 of 2897
"Ward County, North Dakota",38101,8.4,123,645 of 2897
"Guadalupe County, Texas",48187,8.3,617,644 of 2897
"Antrim County, Michigan",26009,8.3,2,640 of 2897
"Benton County, Missouri",29015,8.3,8,640 of 2897
"Falls Church City, Virginia",51610,8.3,28,640 of 2897
"Mariposa County, California",06043,8.3,9,640 of 2897
"Kent County, Rhode Island",44003,8.3,155,639 of 2897
"Colusa County, California",06011,8.3,17,638 of 2897
"Henry County, Kentucky",21103,8.3,25,637 of 2897
"Lincoln County, Nebraska",31111,8.2,14,636 of 2897
"Benton County, Arkansas",05007,8.2,227,635 of 2897
"Kitsap County, Washington",53035,8.2,346,634 of 2897
"Fannin County, Georgia",13111,8.2,4,633 of 2897
"Charlevoix County, Michigan",26029,8.1,7,632 of 2897
"Cottonwood County, Minnesota",27033,8.1,6,631 of 2897
"Burlington County, New Jersey",34005,8.1,2758,630 of 2897
"Clarion County, Pennsylvania",42031,8.1,17,629 of 2897
"Hickman County, Tennessee",47081,8.1,14,628 of 2897
"Henderson County, North Carolina",37089,8.1,145,627 of 2897
"Knox County, Maine",23013,8,7,626 of 2897
"Nelson County, Kentucky",21179,8,105,625 of 2897
"Marion County, Kansas",20115,8,2,624 of 2897
"Alleghany County and Clifton Forge City, Virginia",51005,7.9,36,623 of 2897
"Carson City, Nevada",32510,7.9,38,622 of 2897
"Itawamba County, Mississippi",28057,7.9,51,621 of 2897
"Buchanan County, Iowa",19019,7.8,5,620 of 2897
"Morgan County, Georgia",13211,7.8,159,619 of 2897
"Manassas City, Virginia",51683,7.8,226,618 of 2897
"Cherokee County, Kansas",20021,7.7,3,615 of 2897
"Inyo County, California",06027,7.7,2,615 of 2897
"Nome Census Area, Alaska",02180,7.7,2,615 of 2897
"Collin County, Texas",48085,7.7,3831,614 of 2897
"Middlesex County, New Jersey",34023,7.7,2973,613 of 2897
"Warren County, Missouri",29219,7.6,24,612 of 2897
"Darke County, Ohio",39037,7.6,19,611 of 2897
"Rogers County, Oklahoma",40131,7.6,29,610 of 2897
"Patrick County, Virginia",51141,7.5,35,609 of 2897
"Gloucester County, Virginia",51073,7.5,116,608 of 2897
"Rockland County, New York",36087,7.4,1359,607 of 2897
"Bedford County, Pennsylvania",42009,7.4,4,606 of 2897
"Bosque County, Texas",48035,7.3,12,604 of 2897
"Cibola County, New Mexico",35006,7.3,9,604 of 2897
"Gray County, Texas",48179,7.3,25,603 of 2897
"Long County, Georgia",13183,7.3,144,602 of 2897
"Butler County, Iowa",19023,7.3,4,601 of 2897
"Kendall County, Illinois",17093,7.2,362,600 of 2897
"Davis County, Utah",49011,7.2,174,599 of 2897
"Honolulu County, Hawaii",15003,7.2,995,598 of 2897
"Hanover County, Virginia",51085,7.2,334,597 of 2897
"Alger County, Michigan",26003,7.1,1,594 of 2897
"Archer County, Texas",48009,7.1,2,594 of 2897
"Galax City, Virginia",51640,7.1,18,594 of 2897
"Amador County, California",06005,7,5,593 of 2897
"King George County, Virginia",51099,7,158,592 of 2897
"Hamilton County, Indiana",18057,7,463,591 of 2897
"Tyler County, West Virginia",54095,7,3,590 of 2897
"Placer County, California",06061,7,241,589 of 2897
"Monroe County, Pennsylvania",42089,7,819,588 of 2897
"Bannock County, Idaho",16005,6.9,26,587 of 2897
"Keokuk County, Iowa",19107,6.9,2,585 of 2897
"Yamhill County, Oregon",41071,6.9,14,585 of 2897
"Middlesex County, Virginia",51119,6.8,58,584 of 2897
"Island County, Washington",53029,6.8,86,583 of 2897
"Delaware County, Ohio",39041,6.8,244,582 of 2897
"Charles County, Maryland",24017,6.8,2501,581 of 2897
"Rockwall County, Texas",48397,6.8,253,580 of 2897
"Bledsoe County, Tennessee",47007,6.8,43,579 of 2897
"Prince Georges County, Maryland",24033,6.7,18103,578 of 2897
"Wise County, Texas",48497,6.7,32,577 of 2897
"Sussex County, Virginia",51183,6.7,194,576 of 2897
"Pike County, Missouri",29163,6.7,19,575 of 2897
"Otero County, New Mexico",35035,6.7,78,574 of 2897
"Pope County, Illinois",17151,6.7,2,573 of 2897
"Cherokee County, Georgia",13057,6.6,610,572 of 2897
"Moore County, Texas",48341,6.6,40,571 of 2897
"Paulding County, Georgia",13223,6.6,1052,570 of 2897
"Matanuska-Susitna Borough, Alaska",02170,6.6,45,569 of 2897
"Waushara County, Wisconsin",55137,6.6,5,568 of 2897
"Bartholomew County, Indiana",18005,6.6,51,567 of 2897
"Grand County, Colorado",08049,6.5,6,565 of 2897
"Whitley County, Kentucky",21235,6.5,3,565 of 2897
"Barry County, Michigan",26015,6.5,8,563 of 2897
"McKean County, Pennsylvania",42083,6.5,4,563 of 2897
"Jefferson County, Wisconsin",55055,6.4,20,562 of 2897
"Somerset County, New Jersey",34035,6.4,984,561 of 2897
"Nassau County, New York",36059,6.3,4641,560 of 2897
"Lyon County, Nevada",32019,6.3,23,559 of 2897
"Fairbanks North Star, Alaska",02090,6.3,126,558 of 2897
"Oconto County, Wisconsin",55083,6.3,4,555 of 2897
"Tipton County, Indiana",18159,6.3,1,555 of 2897
"York County, Nebraska",31185,6.3,4,555 of 2897
"Franklin County, Vermont",50011,6.2,8,554 of 2897
"Dodge County, Wisconsin",55027,6.1,50,553 of 2897
"Rockbridge County, Virginia",51163,6.1,30,552 of 2897
"Burnett County, Wisconsin",55013,6.1,2,549 of 2897
"Orange County, Vermont",50017,6.1,2,549 of 2897
"Roberts County, South Dakota",46109,6.1,2,549 of 2897
"Ashland County, Ohio",39005,6,18,548 of 2897
"Barron County, Wisconsin",55005,5.8,28,547 of 2897
"Cumberland County, Virginia",51049,5.8,79,546 of 2897
"Wilson County, Texas",48493,5.8,23,545 of 2897
"Summit County, Utah",49043,5.8,13,544 of 2897
"Clear Creek County, Colorado",08019,5.8,3,543 of 2897
